找到 1 个数据文件

开始处理 ../../data/raw/pubmed_incremental_2026-03-31.json ...
✗ 导入失败 Nociceptor-derived CGRP enhances dermal type I conventional : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060174360c7ba22cbcbef0b3ad5a364f1d5ffd4d534385b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dihydroxyacetone: a safe camouflaging option in vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200716513ce85330429ea14b25f1ce17f48ff92dc96c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 An update on new and emerging options for the treatment of v: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200733b29ffad503120e12599c77431b8c9c6a951a72', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Clinical, histopathological and ultrastructural characterist: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200749d7af947c1ba7087bbc51da73d8efb12ca0120a', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Radiotherapy-induced depigmentation in a patient with breast: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020077078719fd88a0633b32464ea8545b38a79fb23e3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dermatologic and allergic conditions of the eyelid.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602007875b683ea6c70a7e1d7277ef2ab8257e0fecec3f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Increased micronucleus frequency in phytohaemagglutinin-stim: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602008052ad404f489f78d9d9859d43c83c586a737f2fb', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo pathogenesis: autoimmune disease, genetic defect, e: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200821784d9b012837ef9c35d3c5254d94dc1e3d0254', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Simplifying the delivery of melanocytes and keratinocytes fo: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602008468ac096c5b7437945ca13d80bc44bde5b208fbc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200868595b095274e84f4639fb3088e51bd50ee9990f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Preliminary evaluation of vitiligo using in vivo reflectance: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200884f1d695eca3dfe97a619875923d1ba684bb9ea1', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo: the historical curse of depigmentation.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200901f03204c5bc5a9bcdcc82c4d9710123c8efd59b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Mechanisms of laser hair removal: could persistent photoepil: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200920bf18d587e2f99cd9673501e40cd288945fa547', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Autologous cultured melanocytes in vitiligo treatment.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020093548e5da24e8965daa10accd59f6411c73ca02bc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Pigmentary disorders in Western countries.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602009554d725e50adb936741e457920f0acab3c7dda4d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 New and experimental treatments of vitiligo and other hypome: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060200973b4543f29784db6c502b1df8375311b09536d7e', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Comparison between 308-nm monochromatic excimer light and na: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602009892fa50af54af66c5cfb922304bfd59ea21ec9fc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Treatment of vitiligo vulgaris with narrow-band UVB and oral: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201004a5aa36059f80f26ea1c5566ca28d76a24df8b3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo at the site of radiotherapy for nasopharyngeal carc: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201023e330748831ff61c2ef292d95f5896a2e2bd38d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 High-dose prednisolone and psoralen ultraviolet A combinatio: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020104796ade6618c889b90ce7ab98872d3586e6d2c8f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The association between endothelin-1 gene polymorphisms and : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020106836d040308dbb0f02afaf82b7b396fccac6df61', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Comparison of systemic PUVA and NB-UVB in the treatment of v: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201091377b40f86b525a5b2b80b969e4540b3fde4369', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Evaluation of an antioxidant and mitochondria-stimulating c: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201108b81e7dc348dc6944e7af7515bd42f6ba1b6ec9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [ssociation of HLA class I and II alleles with generalized v: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201126746a7620dda4a28d54e5c02b79b9456a9ddb33', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 NALP1 in vitiligo-associated multiple autoimmune disease.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201142da765ebe6841fc7b73c542ba99385686313b93', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Stigmatization experience, coping and sense of coherence in : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201158b1f058ee65f4708a29d3a14e300773e1e99ebc', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Molecular analysis of vitiligo lesions reveals sporadic mela: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602011753adda219b837fca9df57d728112300d1638356', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Might there be a link between mannose binding lectin and vit: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602011969a1e7e1f3ddb1907867dc118cb221a365cb312', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Membrane lipid alterations as a possible basis for melanocyt: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201213a940f557cd91c6919a36c90f49966c15aec889', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Topical tacalcitol and 308-nm monochromatic excimer light: a: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602012292ccfb06286a6c8e5f39376a7fb154ac96940eb', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Some psychological characteristics of children and adolesce: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201246a827e6159d15cfd3644bd70ca7e8fcd1d25d44', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 [Vitiligo--loss of cutaneous pigmentation].: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201266e04d0ce0cb7c9c575f1fe60733b212fdcc8e1b', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Oxidative stress via hydrogen peroxide affects proopiomelano: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602012844b73f3a7fd65ebccde087806b0ec2539bebd86', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Quality of life with vitiligo: comparison of male and female: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201307641eeff61d3ee2fcea48be1db3eef907aa032d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The efficacy of combined PUVA and low-dose azathioprine for : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602013291ed0cb3bb69e6925ee006b24386bd194bc08ee', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 The relationship between family medical history and childhoo: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602013457972924d60ec821862f8c484e9c7d20860af7d', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 What's new in hypochromy.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020136292d02f197ffbb09fc6333ba360154ec6477b73', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Unraveling the complex relationship between cancer immunity : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020137918cc8b35e794a1d5ce66758b690d3ae13af9a3', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Dermatological manifestations of autoimmune polyendocrinopat: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201404120e722ada647b25616493a4b3c13697ef4309', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo patients present lower plasma levels of alpha-melan: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201420ebdc946f2be2eb9a87f08a675dc2838552377c', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Cutaneous manifestations in celiac disease.: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 0217750602014501fd265a4e2c1482f666194d4df1ffdb3c73f5f', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Tacalcitol and narrow-band phototherapy in patients with vit: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020147191172dea4c1343f5a1ee75fbf798a6b050f1d9', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Spectroscopic assessment of dermal melanin using blue vitili: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201488be1165b3464d7873d589895ee39c5755153fa2', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Connective tissue panniculitis in a child with vitiligo and : Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 021775060201505348810445e27d96757b8aae90f8339c7d72709', 'param': '', 'type': 'Not Found'}}
✗ 导入失败 Vitiligo: analysis of grafting versus curettage alone, using: Error code: 404 - {'error': {'code': 'InvalidEndpointOrModel.NotFound', 'message': 'The model or endpoint ep-20250528143408-xxxxxx does not exist or you do not have access to it. Request id: 02177506020152213689d2b61dbb1fab5189b02745c090744d12b', 'param': '', 'type': 'Not Found'}}
